Store Name,Address,Street,City,State,Zip,Country,Duration,Distance,DateTime,Points Earned,Fare,Promotion,Boost,Tip,Your Earnings,Customer 1 Price,Customer 1 Tip,Customer 1 Service Fee,Customer 2 Price,Customer 2 Tip,Customer 2 Service Fee,Customer 3 Price,Customer 3 Tip,Customer 3 Service Fee,Customer 4 Price,Customer 4 Tip,Customer 4 Service Fee,Customer 5 Price,Customer 5 Tip,Customer 5 Service Fee,Customer 6 Price,Customer 6 Tip,Customer 6 Service Fee,Customer 7 Price,Customer 7 Tip,Customer 7 Service Fee,Customer 8 Price,Customer 8 Tip,Customer 8 Service Fee,Customer 9 Price,Customer 9 Tip,Customer 9 Service Fee,Customer 10 Price,Customer 10 Tip,Customer 10 Service Fee,Customer Payments Total,Service Fee Total
Convoy Tofu House,"6th Ave, San Diego, CA 92101-7026, US",6th Ave,San Diego,CA,92101,US,00:34:01,9.2,08/05/2023 16:44:00,6,12.07,0,0,1,13.07,24.43,1,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.43,12.36
Elijah's,"Burgener Blvd, San Diego, CA 92110-1103, US",Burgener Blvd,San Diego,CA,92110,US,00:32:59,7.6,07/03/2023 17:03:00,6,8.06,0.95,0.95,12.62,21.63,22.26,12.62,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.88,13.25
Coco Ichibanya Curry House (San Diego),"Pacific Hwy, San Diego, CA 92101-1128, US",Pacific Hwy,San Diego,CA,92101,US,00:33:21,12.6,07/03/2023 11:23:00,3,8.52,0,0,6.56,15.08,22.15,6.56,13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.709999999999997,13.63
Din Tai Fung (San Diego),"Ocean Front, Del Mar, CA 92014-2125, US",Ocean Front,Del Mar,CA,92014,US,00:36:02,9.6,07/16/2023 19:02:00,6,7.13,0,0,20,27.13,24.63,20,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.629999999999995,17.5
Din Tai Fung (San Diego),"Silverwind Dr, San Diego, CA 92127, US",Silverwind Dr,San Diego,CA,92127,US,00:48:54,18.6,07/16/2023 17:35:00,6,10.03,0,0,35,45.03,26.89,35,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.89,16.86
Aaharn at University City,"Toscana Way, San Diego, CA 92122, US",Toscana Way,San Diego,CA,92122,US,00:22:51,5.7,07/16/2023 16:48:00,6,4.63,0,0,7.49,12.12,11.69,7.49,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.18,7.06
Kyodong Noodles (Balboa),"Enders Ave, San Diego, CA 92122-2807, US",Enders Ave,San Diego,CA,92122,US,00:23:04,5.1,07/16/2023 16:24:00,1,4.07,0,0,3,7.07,10.26,3,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,6.19
Dragon Chinese Cuisine,"Aero Dr, San Diego, CA 92123, US",Aero Dr,San Diego,CA,92123,US,00:35:19,5.7,07/16/2023 13:35:00,6,5.09,0,0,12.53,17.62,10.46,6.72,8.5,12.23,5.81,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.22,17.6
"El Pollo Loco (4330 Genesee Ave,3565)","Fenton Pkwy, San Diego, CA 92108, US",Fenton Pkwy,San Diego,CA,92108,US,00:43:48,10.7,07/16/2023 12:43:00,6,7.75,0,0,4,11.75,9.68,0,6.37,14.32,4,9.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16.25
"Firehouse Subs (9187 Clairemont Mesa Blvd., Ste 3)","Fireway Dr, San Diego, CA 92111-4737, US",Fireway Dr,San Diego,CA,92111,US,00:29:02,7.3,07/16/2023 12:09:00,3,4.6,0,0,5,9.6,19.7,5,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,15.1
The Coffee Bean & Tea Leaf (9343 Clairemont MesaBlvd),"Guisante Ter, San Diego, CA 92124, US",Guisante Ter,San Diego,CA,92124,US,00:22:02,4.2,07/16/2023 11:46:00,6,5.18,0,0,7.52,12.7,9.75,4.52,8.09,7.52,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79,12.09
The Taco Stand (Convoy St),"Ronson Rd, San Diego, CA 92111-1911, US",Ronson Rd,San Diego,CA,92111,US,00:14:48,1.1,08/05/2023 16:31:00,1,2.76,0,0,4,6.76,8.64,4,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64,5.88
Filippis Pizza Grotto Mission Gorge,"Maryland Ave, La Mesa, CA 91942, US",Maryland Ave,La Mesa,CA,91942,US,00:37:51,12.2,07/15/2023 19:31:00,12,8.01,0,0,8,16.01,9.18,3,5.17,8.42,5,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,9.59
The Taco Stand (Convoy St),"Mission Gorge Pl apt 130, San Diego, CA 92120, USA",Mission Gorge Pl apt 130,San Diego,CA,92120,USA,00:25:23,8.4,07/15/2023 19:05:00,6,6.03,0,0,4,10.03,12.95,4,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,6.92
Pick Up Stix - Mission Valley,"A St, San Diego, CA 92102-2420, US",A St,San Diego,CA,92102,US,00:26:15,12.1,07/15/2023 18:21:00,6,5.4,0,0,4.64,10.04,11.91,4.64,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,6.51
The Taco Stand (Convoy St),"Camino de la Reina, San Diego, CA 92108, US",Camino de la Reina,San Diego,CA,92108,US,00:43:21,14.1,07/15/2023 17:41:00,6,5.03,0,0,6.49,11.52,13.81,6.49,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,8.78
Hui Lau Shan (San Diego),"Miller St, San Diego, CA 92103, US",Miller St,San Diego,CA,92103,US,00:28:14,8.1,07/14/2023 19:25:00,6,5.65,0,0,5,10.65,20.99,5,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99,15.34
Chopstix,"Balboa Ave, San Diego, CA 92111, US",Balboa Ave,San Diego,CA,92111,US,00:08:05,0.5,07/14/2023 19:15:00,6,2.4,0,0,5.47,7.87,11.62,5.47,9.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09,9.22
Regents Pizzeria,"Villa La Jolla Dr, La Jolla, CA 92037-1917, US",Villa La Jolla Dr,La Jolla,CA,92037,US,00:15:14,1.7,07/14/2023 18:17:00,6,3.28,0,0,6,9.28,22.14,6,18.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.14,18.86
"Panda Express (4545 La Jolla Village Dr.,)","Miramar St, La Jolla, CA 92037, US",Miramar St,La Jolla,CA,92037,US,00:38:04,4.1,07/14/2023 17:33:00,12,9.01,0,0,4,13.01,12.77,2,7.81,12.44,2,8.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.21,16.2
Sushi Kuchi,"Camino Glorita, San Diego, CA 92122, US",Camino Glorita,San Diego,CA,92122,US,00:25:04,8,07/14/2023 17:07:00,6,5.06,0,0,9.75,14.81,14.3,9.75,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,9.24
The Taco Stand (Convoy St),"Lebon Dr, San Diego, CA 92122, US",Lebon Dr,San Diego,CA,92122,US,00:22:11,8.8,07/14/2023 16:16:00,1,10.62,0,0,4,14.62,16.22,4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.22,5.6
Village Indian Cuisine,"Montessa St, San Diego, CA 92124, US",Montessa St,San Diego,CA,92124,US,00:27:44,8.1,08/04/2023 18:51:00,12,6.36,0,0,8.51,14.87,9.34,7.51,7.23,7.15,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10.13
Coco Ichibanya Curry House (San Diego),"Old Quarry Rd, San Diego, CA 92108, US",Old Quarry Rd,San Diego,CA,92108,US,00:22:11,5,07/13/2023 19:03:00,6,5.14,0,0,8,13.14,12.12,8,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.119999999999997,6.98
Manna Heaven BBQ - Convoy,"Station Village Ln, San Diego, CA 92108, US",Station Village Ln,San Diego,CA,92108,US,00:36:45,5.8,07/13/2023 18:03:00,6,6.02,0,0,10.57,16.59,14.89,10.57,8.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46,8.87
Ototo Sushi Co. (Balboa),"Parker Pl, San Diego, CA 92109-5242, US",Parker Pl,San Diego,CA,92109,US,00:49:43,9.1,07/13/2023 16:34:00,12,10.11,0,0,10.43,20.54,12.81,5,7.78,10.48,5.43,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.72,13.18
Ototo Sushi Co. (Balboa),"Parker Pl, San Diego, CA 92109-5242, US",Parker Pl,San Diego,CA,92109,US,00:49:43,9.1,07/13/2023 16:34:00,12,10.11,0,0,10.43,20.54,12.81,5,7.78,10.48,5.43,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.72,13.18
Pesto Italian Craft Kitchen,"Ambrosia Dr, San Diego, CA 92124, US",Ambrosia Dr,San Diego,CA,92124,US,00:31:25,4.7,07/12/2023 12:31:00,3,4.65,0,0,5,9.65,17.08,5,12.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.08,12.43
Mendocino Farms,"Mission Valley Rd, San Diego, CA 92108, USA",Mission Valley Rd,San Diego,CA,92108,USA,00:43:10,1.6,07/12/2023 11:29:00,3,3.66,0,0,7.66,11.32,10.16,7.66,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82,6.5
Grater Grilled Cheese - Mission Valley,"Camino del Rio S, San Diego, CA 92108, US",Camino del Rio S,San Diego,CA,92108,US,00:33:39,6,07/11/2023 12:03:00,3,3.95,0,0,4.27,8.22,9.18,4.27,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,5.23
Tender Greens,"Mission Valley Rd, San Diego, CA 92108, US",Mission Valley Rd,San Diego,CA,92108,US,00:56:49,10,07/11/2023 11:09:00,9,7.89,0,0,44.25,52.14,8.77,15,5.1,14.96,27.25,12.63,13.4,2,11.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.38000000000001,29.240000000000002
The Taco Stand (Convoy St),"Mission Village Dr, San Diego, CA 92123-3635, US",Mission Village Dr,San Diego,CA,92123,US,00:35:09,9.1,07/23/2023 19:09:00,12,10.38,0,0,8.7,19.08,12.61,5.7,6.27,11.34,3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.65,13.57
Porkyland - Torrey Hills,"Mensha Pl, San Diego, CA 92130, US",Mensha Pl,San Diego,CA,92130,US,00:19:52,5.5,07/23/2023 18:36:00,6,4.26,0,0,8.61,12.87,15.26,8.61,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.869999999999997,11
Tigris Mediterranean Grille,"Viacha Dr, San Diego, CA 92124, US",Viacha Dr,San Diego,CA,92124,US,00:36:05,5.8,08/04/2023 18:00:00,12,6.73,0,0,14.48,21.21,10.74,7.45,8.16,10.99,7.03,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21,15
Kyodong Noodles (Balboa),"Cherry Hill Dr, San Diego, CA 92130-6936, US",Cherry Hill Dr,San Diego,CA,92130,US,00:21:15,11.1,07/23/2023 18:16:00,6,6,0,0,8.28,14.28,16.1,8.28,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.380000000000003,10.1
RakiRaki - Convoy,"Kansas St, San Diego, CA 92104-1208, US",Kansas St,San Diego,CA,92104,US,00:20:06,7.4,07/23/2023 17:38:00,6,4.85,0,0,5.57,10.42,11.46,5.57,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.03,6.61
Sushi Kuchi,"Old Bridgeport Way, San Diego, CA 92111-7737, US",Old Bridgeport Way,San Diego,CA,92111,US,00:14:38,3.2,07/23/2023 17:20:00,6,3.45,0,0,13.58,17.03,13.87,13.58,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.45,10.42
Mendocino Farms,"Spectrum Center Blvd, San Diego, CA 92123, USA",Spectrum Center Blvd,San Diego,CA,92123,USA,00:41:06,7.9,07/18/2023 12:01:00,6,7.62,0,0,11.25,18.87,9.48,4.25,6.5,9.96,7,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.69,11.82
Tender Greens (1640 Camino del Rio N. Suite FS-7),"Sky Park Ct, San Diego, CA 92123-4340, US",Sky Park Ct,San Diego,CA,92123,US,00:32:32,8.9,07/18/2023 11:22:00,6,6.48,0,0,15.03,21.51,12.43,4.41,8.16,8.76,10.62,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.22,14.71
Tender Greens (1640 Camino del Rio N. Suite FS-7),"Sky Park Ct, San Diego, CA 92123-4340, US",Sky Park Ct,San Diego,CA,92123,US,00:32:32,8.9,07/18/2023 11:22:00,6,6.48,0,0,15.03,21.51,12.43,4.41,8.16,8.76,10.62,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.22,14.71
Jamba (10724 Westview Pkwy.),"Caminito Arcada, San Diego, CA 92131, US",Caminito Arcada,San Diego,CA,92131,US,00:21:34,3.7,07/30/2023 19:46:00,6,4.75,0,0,5.83,10.58,16.42,5.83,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,11.67
"bb.q Chicken Convoy, CA","Jake Ln, San Diego, CA 92126, US",Jake Ln,San Diego,CA,92126,US,00:38:18,13.1,07/30/2023 19:12:00,12,11.24,0,0,12.46,23.7,24.61,5.46,21.05,20.28,7,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.35,33.65
Sushi Kuchi,"Regents Rd, San Diego, CA 92122, US",Regents Rd,San Diego,CA,92122,US,00:42:21,8.6,07/30/2023 18:07:00,12,9.97,0,0,7.03,17,10.05,5.03,4.47,12.1,2,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.18,12.18
Panda Express (5407 Balboa Ave Suite 460),"1/2 Famosa Blvd, San Diego, CA 92107, USA",1/2 Famosa Blvd,San Diego,CA,92107,USA,00:34:57,9.4,07/30/2023 17:16:00,12,6.64,0,0,18.01,24.65,17.68,10,13.7,10.99,8.01,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.68,22.03
Spitfire Tacos (Scripps Ranch),"Danielson St, Poway, CA 92064, US",Danielson St,Poway,CA,92064,US,00:23:31,8.1,08/04/2023 17:17:00,6,5.58,0,0,3,8.58,7.54,3,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54,1.96
The Taco Stand (Convoy St),"Reed Ave, San Diego, CA 92109, US",Reed Ave,San Diego,CA,92109,US,00:27:12,5.9,07/30/2023 16:41:00,6,5.84,0,0,6.92,12.76,18.36,6.92,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.28,12.52
Extraordinary Desserts,"Camino De la Reina, San Diego, CA 92108, US",Camino De la Reina,San Diego,CA,92108,US,00:19:56,7.6,07/29/2023 19:47:00,6,5.04,0,0,14.42,19.46,18.9,14.42,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.32,13.86
Koon Thai kitchen,"Union St, San Diego, CA 92101-3434, US",Union St,San Diego,CA,92101,US,00:42:14,10.8,07/29/2023 18:53:00,12,11.41,0,0,16.32,27.73,11.12,5.85,3.9,20.24,10.47,16.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.68,19.95
RakiRaki - Convoy,"Tait St, San Diego, CA 92111, US",Tait St,San Diego,CA,92111,US,00:28:22,3.9,07/29/2023 18:17:00,12,6.02,0,0,4,10.02,8.99,3,5.13,5.65,1,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64,8.620000000000001
The Public House,"Wyandotte Ave, San Diego, CA 92117-1654, US",Wyandotte Ave,San Diego,CA,92117,US,00:30:59,7.4,07/29/2023 17:40:00,6,6.62,0,0,15.62,22.24,20.03,15.62,13.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.65,13.41
Leucadia Pizzeria (University City/ La Jolla),"Kolmar St, La Jolla, CA 92037-6013, US",Kolmar St,La Jolla,CA,92037,US,00:31:38,6.7,07/29/2023 17:05:00,6,7.63,0,0,3,10.63,14.54,3,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,6.91
The Taco Stand (Convoy St),"Palmilla Dr, 聖 地 牙 哥, CA 92122, US",Palmilla Dr,聖 地 牙 哥,CA,92122,US,00:51:59,9.5,07/29/2023 16:15:00,12,8.55,0,0,9.6,18.15,14.24,5.6,8.8,12.87,4,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.709999999999994,18.560000000000002
Rasraj,"Cassowary Ct, San Diego, CA 92131-3604, US",Cassowary Ct,San Diego,CA,92131,US,00:21:36,7.9,07/28/2023 18:38:00,6,8.56,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks (4144 University Ave.),"38th St, San Diego, CA 92105, US",38th St,San Diego,CA,92105,US,00:23:26,0.9,07/28/2023 14:25:00,1,2.79,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mendocino Farms - Mission Valley,"Temprano Ct, San Diego, CA 92124, US",Temprano Ct,San Diego,CA,92124,US,00:25:17,8.5,07/28/2023 12:50:00,3,5.59,0,0,0,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buga Korean BBQ Restaurant,"Caminito Alegra, San Diego, CA 92131, USA",Caminito Alegra,San Diego,CA,92131,USA,00:44:25,13.2,08/04/2023 16:27:00,6,8.04,0,0,8,16.04,21.16,8,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16,13.12
Corner Bakery (1025 Camino De Reina),"Aero Dr, San Diego, CA 92123-1735, US",Aero Dr,San Diego,CA,92123,US,00:23:51,4.7,07/28/2023 12:09:00,3,4.3,0,0,3.63,7.93,9.28,3.63,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,4.98
"Qdoba Mexican Eats (1620C Camino De La Reina, SuiteE-3)","San Dimas Ave, San Diego, CA 92111-6832, US",San Dimas Ave,San Diego,CA,92111,US,00:20:54,5.8,07/28/2023 11:36:00,3,5.81,0,0,0,5.81,12.87,0,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,7.06
The Taco Stand (Convoy St),"Costa Verde Blvd, San Diego, CA 92122, US",Costa Verde Blvd,San Diego,CA,92122,US,00:30:12,6.7,07/27/2023 19:38:00,12,8.64,0,0,7,15.64,13.85,2,8.84,13.83,5,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.68,19.04
Padadak Korean Chicken (Scripps Poway),"Temple St, Poway, CA 92064, USA",Temple St,Poway,CA,92064,USA,00:27:45,8.4,07/27/2023 18:21:00,6,5.52,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Submarine Crab,"Arroyo Grande Rd, San Diego, CA 92129, USA",Arroyo Grande Rd,San Diego,CA,92129,USA,00:33:49,15.9,07/27/2023 17:33:00,6,8.4,0,0,9.23,17.63,19.35,9.23,10.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.580000000000002,10.95
Chick-fil-A (5323 Mission Center Rd),"Greyling Dr, San Diego, CA 92123-2938, US",Greyling Dr,San Diego,CA,92123,US,00:19:25,3.4,07/27/2023 12:14:00,3,4.19,0,0,6,10.19,14.85,6,10.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.85,10.66
"Qdoba Mexican Eats (1620C Camino De La Reina, SuiteE-3)","Hotel Cir S, San Diego, CA 92108, US",Hotel Cir S,San Diego,CA,92108,US,00:30:08,3.9,07/27/2023 11:32:00,6,6.08,0,0,43.23,49.31,16.27,37.73,12.41,11.32,5.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.82,21.509999999999998
Mendocino Farms - Mission Valley,"Alabama St, San Diego, CA 92116, USA",Alabama St,San Diego,CA,92116,USA,00:13:56,3.1,07/26/2023 12:35:00,3,3.17,0,0,10.46,13.63,14.6,10.46,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.060000000000002,11.43
Adam's Wine & Spirits,"Ruffin Rd, San Diego, CA 92123, USA",Ruffin Rd,San Diego,CA,92123,USA,00:20:17,8.7,07/26/2023 11:42:00,3,6.59,0,0,9.5,16.09,12.51,9.5,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.009999999999998,5.92
Chipotle Mexican Grill (1025 Camino De La Reina Ste 2),"Mississippi St, San Diego, CA 92116, US",Mississippi St,San Diego,CA,92116,US,00:16:02,2.5,07/26/2023 11:26:00,3,3.95,0,0,5.19,9.14,15.15,5.19,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.34,11.2
MAC Cosmetics Fashion Valley,"Lariat Dr, Santee, CA 92071, USA",Lariat Dr,Santee,CA,92071,USA,01:02:00,19.3,08/04/2023 10:50:00,6,39.04,0,0,8.25,47.29,44.73,0,9.73,15.2,8.25,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.17999999999999,20.89
Tender Greens (1640 Camino del Rio N. Suite FS-7),"Carthage St, San Diego, CA 92120, USA",Carthage St,San Diego,CA,92120,USA,00:34:21,7,07/25/2023 12:48:00,6,5.22,0,0,11.17,16.39,17.48,5.56,15.13,10.93,5.61,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.58,23.19
Waba Grill - San Diego (Clairemont Mesa Blvd),"Complex St, San Diego, CA 92123-1118, US",Complex St,San Diego,CA,92123,US,00:15:05,1.8,07/25/2023 11:44:00,3,2.88,0,0,4.03,6.91,7.7,4.03,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.73,4.82
Mendocino Farms,"Chesapeake Dr #116, San Diego, CA 92123, USA",Chesapeake Dr #116,San Diego,CA,92123,USA,00:32:21,10.9,07/25/2023 11:12:00,6,8.67,0,0,20.59,29.26,10.06,13,4.98,10.58,7.59,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.230000000000004,11.97
P.F. Chang's (La Jolla),"Kolmar St, La Jolla, CA 92037-6013, US",Kolmar St,La Jolla,CA,92037,US,00:29:08,7.3,07/24/2023 19:38:00,6,6.52,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave's Hot Chicken (Mira Mesa),"Carmel Creek Rd, San Diego, CA 92130-6601, US",Carmel Creek Rd,San Diego,CA,92130,US,00:39:20,11.6,07/24/2023 18:13:00,6,8.08,0,0,10,18.08,23.57,10,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.57,15.49
The Taco Stand (Convoy St),"Camino Ruiz, San Diego, CA 92126, US",Camino Ruiz,San Diego,CA,92126,US,00:28:09,9.7,07/24/2023 17:27:00,6,6.23,0,0,4,10.23,11.19,4,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19,4.96
Crab Town,"Martindale Ct, San Diego, CA 92123-3235, US",Martindale Ct,San Diego,CA,92123,US,00:25:02,5.3,07/24/2023 16:41:00,6,5.13,0,0,7.12,12.25,12.54,7.12,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.66,7.41
7-Eleven (7750 Starling Dr),"Twain Ave, San Diego, CA 92120-3404, US",Twain Ave,San Diego,CA,92120,US,00:33:10,10.3,06/11/2023 19:15:00,12,9.95,0,0,6.73,16.68,13.13,3.73,5.81,7,3,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.86,10.18
Buffalo Wing Star,"Linda Vista Rd, San Diego, CA 92110, US",Linda Vista Rd,San Diego,CA,92110,US,00:11:12,3.3,06/11/2023 18:58:00,6,3.93,0,0,5.1,9.03,9.85,5.1,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,5.92
formoosa,"Kearny Villa Ln, San Diego, CA 92123, US",Kearny Villa Ln,San Diego,CA,92123,US,00:11:54,2.1,06/11/2023 18:44:00,6,3.42,0,0,7.07,10.49,7.71,7.07,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.780000000000001,4.29
